SOC,company_name,job_title,senority_level,location,zip_code,employment_type,max_salary,listed_time
13-1082,Peak Talent Advisors,Senior Project Manager - GC,Mid-Senior level,"North Carolina, United States",,Full-time,175000,1712347106000
19-2041,Federal Bureau of Prisons - Career Connections,Environmental Protection Specialist,Entry level,"Lewis Run, PA",16738,Full-time,,1712347068000
11-3021,"McDermott International, Ltd",Manager Technology ,Mid-Senior level,"Houston, TX",77002,Full-time,,1712347094000
11-3071,Intesa HR,Fleet Manager,,"Indianapolis, IN",46201,Full-time,,1712347577000
17-2199,Synapse Tech Services Inc,Internet of Things Engineer,,"Plano, TX",75023,Contract,,1712347197000
15-1299,UST,Technical Project Manager/Scrum Master,Associate,"West Chester, PA",19380,Full-time,,1712347154000
29-2099,Riverside Healthcare,Patient Access Associate II,Associate,"Kankakee, IL",60901,Full-time,,1712347272000
17-3023,Rainbow Municipal Water District,Electrical and Instrumentation Technician,,San Diego Metropolitan Area,,Full-time,59.86,1712347230000
19-3033,Fraser,"Mental Health Professional - $3,000 Hiring Bonus",,Greater Minneapolis-St. Paul Area,,Full-time,76000,1712347580000
41-2031,Crocs,"Retail, Sales Associate",Entry level,"Las Vegas, NV",89101,Part-time,,1712347295000
17-2199,techolution,Senior Robotics Engineer (Commercial Grade),Mid-Senior level,"Ridgewood, NJ",07450,Full-time,,1712347387000
43-4051,Crocs,Customer Service Representative,Mid-Senior level,"Broomfield, CO",80020,Full-time,34.61,1712347303000
43-5071,Crocs,Inventory Control Associate - 1st Shift,Entry level,"Vandalia, OH",45377,Full-time,,1712347305000
11-3021,Golden Technology,Java Technical Lead,Mid-Senior level,"Cincinnati, OH",45202,Contract,,1712347325000
11-9032,Clark County School District,Assistant Principal - Jydstrup ES,Entry level,Las Vegas Metropolitan Area,,Full-time,,1712347383000
17-2199,Johnson & Johnson,Senior Automation Engineer,Associate,"Mooresville, IN",46158,Full-time,,1712350111000
41-3021,Nulty Insurance,Personal Lines Account Manager,Associate,"Kalamazoo, MI",49001,Full-time,,1712347582000
25-2011,Des Moines Public Schools,Early Childhood Associate 2024-25 School Year,Internship,"Des Moines, IA",50307,Part-time,25,1712275200000
41-2031,New Home Star,Bilingual Sales Assistant,Entry level,"Aurora, CO",80010,Part-time,,1712275200000
11-2022,New Home Star,New Home Sales Director (Relocatable),Director,"Atlanta, GA",30303,Full-time,,1712275200000
41-4012,Info-Tech Research Group,Enterprise Account Executive - Pacific North West (SLED),Mid-Senior level,"Oregon, United States",,Full-time,,1712347638000
41-1012,The Jonus Group,"AVP, Underwriting Team Leader | Hybrid",Executive,"New York, NY",10001,Full-time,195000,1712275200000
43-4051,The Jonus Group,Commercial CSR (trucking),Entry level,"Forest Park, GA",30297,Full-time,,1712275200000
11-2022,Visit Anaheim,Convention Sales and Business Development Manager,,"Anaheim, CA",92801,Full-time,98400,1712348464000
29-2099,Vectra AI,Customer Advocacy Manager,Mid-Senior level,United States,,Full-time,72000,1712347830000
27-1024,New Horizon Academy,Graphic and Website Design Specialist,Associate,"Plymouth, MN",,Full-time,,1712347917000
49-9041,GPI / GPRO,Reliability/Injection Molding Maintenance Technician,,"Wichita, KS",67202,Full-time,35,1712346140000
39-6012,VIO Med Spa,Guest Experience Specialist,,"Redmond, WA",98052,Full-time,,1712346085000
29-1141,AIA Staffing,Registered Nurse,,"Hatboro, PA",19040,Full-time,,1712345980000
43-6014,,Administrative Assistant,,"Buda, TX",78610,Part-time,,1712346549000
29-1123,Department of Behavioral Health and Developmental Services,Rehab Therapy Manager,Mid-Senior level,"Danville, VA",24540,Full-time,,1712344930000
17-2112,,Manufacturing Engineer,,"Montpelier, OH",43543,Full-time,,1712346510000
41-2031,YETI,Store Experience Guide â€“ Part Time â€“ Carlsbad,Entry level,"Carlsbad, CA",92008,Part-time,,1712345287000
11-1021,SKF Group,Communication and Change Manager,Mid-Senior level,"Blue Bell, PA",19422,Full-time,,1712345454000
17-2131,SKF Group,Metallurgist,Entry level,"Sumter, SC",29150,Full-time,,1712345455000
51-9061,SKF Group,Visual Inspector,Entry level,"Dexter, MI",48130,Full-time,,1712345456000
51-9199,SKF Group,General Operator 3rd Shift,Entry level,"Hanover, PA",17331,Full-time,,1712345462000
11-1021,SKF Group,"Business Controlling, Full Value Chain Americas",Mid-Senior level,"Blue Bell, PA",19422,Full-time,,1712345464000
51-9061,SKF Group,Quality Inspector,Mid-Senior level,"Ladson, SC",29456,Full-time,,1712345472000
43-5061,SKF Group,Production Planner,Mid-Senior level,"Hanover, PA",17331,Full-time,,1712345472000
43-6014,"Obsidian Manufacturing Industries, Inc.",Sales Administrative Assistant,,Greater Rockford Area,,Full-time,,1712346860000
13-1082,EPITEC,Project Manager,Mid-Senior level,"Dearborn, MI",48120,Contract,,1712345869000
41-1011,Panda Restaurant Group,Store Manager,Entry level,"Grayson, GA",30017,Full-time,100000,1712345810000
15-1252,"Infowave Systems, Inc",Senior Salesforce Developer,Mid-Senior level,United States,,Full-time,,1712346044000
15-1299,Quantum World Technologies Inc.,Java Architect,,"Minneapolis, MN",55401,Full-time,,1712345903000
11-9021,Metropolitan Transportation Authority,Construction Manager,Mid-Senior level,"New York, NY",10001,Other,,1712345828000
11-3111,California Department of Human Resources (CalHR),Human Resources Transactions Manager,Mid-Senior level,Greater Sacramento,,Full-time,8398,1712275200000
15-1232,Alchemy Software Solutions,Desktop Support Technician,,"Austin, TX",78701,Contract,,1712346043000
15-1242,Ledgent Technology,Database Administrator (BOCA RATON),Entry level,"Boca Raton, FL",33428,Full-time,105000,1712345962000
41-1011,Panda Restaurant Group,Store Manager,Entry level,"Avon, IN",46123,Full-time,100000,1712346053000
11-2022,JD Ross Energy,Business Development Manager,Mid-Senior level,New York City Metropolitan Area,,Full-time,150000,1712346126000
13-2011,Bailey's Moving and Storage,Staff / Senior Accountant (,,"North Salt Lake, UT",84054,Full-time,75000,1712346250000
15-1255,Planet Interactive,Digital Designer,Associate,"Bolingbrook, IL",60440,Contract,40,1712346138000
13-1071,Gibsons Restaurant Group,Part time Recruiter,,"Chicago, IL",60601,Part-time,,1712346440000
15-2051,EPITEC,Data Management Analyst,Entry level,United States,,Contract,47,1712346572000
17-2071,Koura,Electrical and Instrumentation Engineer,Mid-Senior level,"Baton Rouge, LA",70801,Full-time,,1712346245000
11-3121,Radial Inc.,"Vice President, HR, Associate Experience ",Executive,United States,,Full-time,,1712346463000
31-9092,EdgeGlobal LLC,Certified Medical Assistant,,"Pella, IA",50219,Contract,,1712346409000
19-3051,City of Montgomery,Director of Economic Development,Director,"Montgomery, AL",36104,Full-time,,1712346467000
11-3071,Volvo Buses,Distribution/Warehousing Support Manager,,"South Plainfield, NJ",07080,Full-time,,1712346466000
49-2011,Volvo Construction Equipment,Field Service Technician,,"Fresno, CA",93650,Full-time,,1712346466000
43-3051,,Timekeeper,,"Pearland, TX",77581,Full-time,25,1712346972000
13-1031,Aya Healthcare,Medical Claims Processor,Associate,"Santa Barbara, CA",93101,Contract,24,1712346660000
15-1254,Ask IT Consulting Inc.,Software Engineer with Vue JS.,,"Duluth, GA",30096,Contract,,1712346756000
33-3021,Metropolitan Council of the Twin Cities,Police Records Specialist,Associate,"Minneapolis, MN",55401,Full-time,106496,1712346677000
25-2031,Clark County School District,2024-2025 GENERAL RESOURCE TEACHER - NEVADA LEARNING ACADEMY,Mid-Senior level,"Las Vegas, NV",89101,Full-time,,1712346802000
13-1082,Resource Logistics Inc.,Sr. Project Analyst - Value Management (Hospital & Healthcare),,"Irvine, CA",92602,Contract,,1712347910000
11-2022,Real Hospitality Group,Senior Sales Manager - Renaissance Harlem ,Mid-Senior level,"New York, NY",10001,Full-time,100000,1712346887000
29-2099,Benevis,Patient Coordinator,Entry level,"Evansville, IN",47708,Full-time,20.98,1712346875000
43-9061,"Magellan Financial & Insurance Services, Inc.",Office Administrator,,Greater Grand Junction Area,,Full-time,55000,1712346986000
49-9071,Associa,Maintenance Tech for Luxury Property,Entry level,"Miami, FL",33122,Full-time,,1712346959000
11-9031,The TemPositions Group of Companies,Director of Childhood Education ,Director,"New York, NY",10001,Full-time,,1712347111000
13-2011,Addison Group,Staff Accountant,Associate,"Washington, DC",20001,Contract,35,1712347308000
11-2032,Quigley-Simpson,"Sr. Director, Media Communications Planning",Director,Los Angeles Metropolitan Area,,Full-time,175000,1712347228000
15-1255,Optomi,User Experience Designer,Associate,United States,,Contract,,1712347363000
13-1111,DATAECONOMY,Senior Business Analyst,,"Tampa, FL",33602,Full-time,,1712347617000
19-4099,Randstad Life Sciences US,Quality Control Specialist,Entry level,"Cambridge, MA",02138,Contract,,1712347318000
11-1011,Greenwich Psychology Group,CHIEF OF STAFF,Director,"New York, NY",10001,Full-time,230000,1712347530000
19-4099,Infotree Global Solutions,"Quality Assurance Specialist - DRUG (Pharma/Biotech/Medical Devices) - Frederick, MD/Wilson, NC",Mid-Senior level,"Frederick, MD",21701,Contract,,1712347381000
19-2031,Planet Pharma,Chemist I ,Entry level,"Minneapolis, MN",55401,Part-time,30,1712347591000
13-1082,Diamondpick,Junior Project Manager,,"Chicago, IL",60601,Contract,,1712347579000
43-3031,Robert Half,Bookkeeper,Mid-Senior level,"Santa Barbara County, CA",93101,Full-time,35,1712347556000
17-2141,Zenith Energy U.S.,Facility Engineer,,"Long Beach, CA",90802,Full-time,160000,1712348126000
47-1011,Metropolitan Council of the Twin Cities,"Foreperson, Commuter Rail",Associate,"Big Lake, MN",55309,Full-time,90916.8,1712347615000
41-2031,New Home Star,Bilingual Sales Assistant,Entry level,"Fort Lupton, CO",80621,Part-time,,1712188800000
29-2072,Siri InfoSolutions Inc,Medical Coder,,"Clackamas, OR",97015,Full-time,35,1712347968000
11-2022,New Home Star,New Home Sales Director (Relocatable),Director,"Fort Lauderdale, FL",33301,Full-time,,1712275200000
43-6014,Tennessee Valley Authority,"Assistant, Management (Labor Supply and Partnerships) - 516461",Entry level,"Knoxville, TN",37902,Full-time,,1712275200000
41-3021,The Jonus Group,Commercial Insurance Placement Specialist - Hybrid Remote,Entry level,"Jackson, MI",49201,Full-time,,1712275200000
43-9041,The Jonus Group,Commercial Insurance Account Assistant - Hybrid,Entry level,"Milwaukee, WI",53202,Full-time,,1712275200000
29-1031,Phoenix Children's,Pediatric Dietitian I - Cardiac Transplant / Cardiology,,"Phoenix, AZ",85003,Full-time,,1712347754000
15-1299,Bracco Medical Technologies,Principal Systems Engineer,Mid-Senior level,"Eden Prairie, MN",55344,Full-time,,1712347965000
29-1126,RUSH University Medical Center,Respiratory Therapist,,"Chicago, IL",60601,Full-time,,1712347869000
41-3021,Pryor Associates Executive Search,Insurance â€“ Personal Lines - DC12731,Mid-Senior level,"Nassau County, NY",12123,Full-time,,1712347874000
15-1299,Zact,Cloud DevOps Engineer,,United States,,Full-time,,1712348167000
15-2051,Quigley-Simpson,"Senior Analyst, Data & Analytics",Mid-Senior level,Los Angeles Metropolitan Area,,Full-time,93000,1712347901000
43-4051,Gainwell Technologies,Call Center-REMOTE,Entry level,"Maine, United States",,Full-time,41600,1712347898000
13-1161,,Search Engine Optimization Manager,,"Utah County, UT",,Full-time,85000,1712348267000
49-2011,Indotronix Avani Group,Computer Field Service Technician ,Mid-Senior level,"Elmsford, NY",10523,Contract,23,1712344081000
13-2072,Bankers Trust,FT Relationship Banker I or II,,"Phoenix, AZ",85003,Full-time,,1712349177000
13-1151,Futures Training Center,SKILL DEVELOPMENT COORDINATOR,,"Corona, CA",92878,Full-time,,1712345875000
15-1299,"Infotech Spectrum Inc,",SRE/DevOps Support Engineer (W2),,"Chicago, IL",60601,Contract,,1712346588000
51-9161,SKF Group,CNC Operator 2nd Shift,Entry level,"Hanover, PA",17331,Full-time,,1712345451000
17-2112,SKF Group,Manufacturing Engineer,Entry level,"Ladson, SC",29456,Full-time,,1712345465000
13-1022,SKF Group,"Operational Buyer, Vehicle Aftermarket",Mid-Senior level,"Blue Bell, PA",19422,Full-time,,1712345465000
49-9044,SKF Group,Millwright Journeyman,Entry level,"Falconer, NY",14733,Full-time,,1712345465000
11-3021,SKF Group,VP of Digital Enablement and Technology,Executive,"Blue Bell, PA",19422,Full-time,,1712345466000
49-9041,SKF Group,Industrial Maintenance Technician,Entry level,"Muskegon, MI",49440,Full-time,,1712345467000
11-3051,SKF Group,Procurement Quality Engineer,Entry level,"Falconer, NY",14733,Full-time,,1712345467000
13-1151,SKF Group,People Experience Expert Level II,Mid-Senior level,"Falconer, NY",14733,Temporary,70000,1712345479000
47-1011,Energy Fuels Inc,Mine Foreman,Mid-Senior level,Greater Flagstaff Area,,Full-time,120000,1712345701000
13-1082,Service Corporation International,Project Management Director,Director,"Houston, TX",77002,Full-time,,1712345678000
13-2011,"Giant Eagle, Inc.","Associate Accountant, Payroll Tax ",Associate,"Cranberry Township, PA",16066,Full-time,,1712345706000
13-1071,Vaco,Senior HR Generalist,Mid-Senior level,"Jacksonville, FL",32099,Full-time,90000,1712345753000
15-1299,Brady Corporation,Digital Asset Management Specialist ,Entry level,"Milwaukee, WI",53202,Full-time,,1712345944000
49-1011,Metropolitan Transportation Authority,Maintenance Supervisor (Signals) II (Instructor),Mid-Senior level,"Brooklyn, NY",11201,Other,,1712345816000
11-2011,IRMCA - Indiana Ready Mixed Concrete Association,Promotions Manager,,"Indianapolis, IN",46201,Full-time,55000,1712346216000
43-1011,Avesta Computer Services,Tax Supervisor,Mid-Senior level,"Fairfield, NJ",07004,Full-time,,1712345875000
15-1252,"Reveille Technologies,Inc",ServiceNow Developer,,"Austin, Texas Metropolitan Area",,Contract,,1712345980000
11-3013,ApTask,Information Security Manager,,United States,,Full-time,,1712345936000
29-1215,UT Health San Antonio,Primary Care Physician,Executive,"San Antonio, Texas Metropolitan Area",,Full-time,,1712346477000
15-1252,Avesta Computer Services,Senior Developer â€“ React Native,Mid-Senior level,"Austin, Texas Metropolitan Area",,Full-time,,1712345919000
41-3091,SCAIL,Sales Development Representative (SDR),,"Utah, United States",,Contract,150000,1712350464000
15-1243,"Econtenti, Inc",Azure Data Engineer,,"Seattle, WA",98101,Full-time,,1712346690000
13-2051,Augment Jobs,Private Equity Analyst,,New York City Metropolitan Area,,Full-time,,1712346433000
27-3043,"IDR, Inc.",Creative Content Developer (323565),Mid-Senior level,"Morristown, NJ",07960,Contract,,1712346214000
19-4099,"Kelly Science, Engineering, Technology & Telecom",Quality Technician,Associate,"Wooster, OH",44691,Full-time,,1712346235000
15-1252,eHire,Senior Front-End Engineer ,Mid-Senior level,Atlanta Metropolitan Area,,Full-time,,1712346207000
43-3031,,Accounts Payable Clerk - Temp to Hire,Associate,"Irvine, CA",92602,Temporary,27,1712346263000
15-1211,Fortis Bank,Banking Operations Systems Analyst,Mid-Senior level,"Denver, CO",80202,Full-time,90000,1712348886000
31-9092,Fountain Life,Medical Assistant,,"Orlando, FL",32801,Full-time,,1712347965000
15-1244,Tekshapers,System Administrator with HCP & AWS,,"Sunnyvale, CA",94085,Contract,,1712346441000
41-2031,"American Linen and Uniform Supply of NM, Inc.",Rental Linen & Uniform Sales,Associate,"Las Cruces, NM",88001,Full-time,75000,1712346373000
11-3031,Aditi Consulting,Financial Director,Mid-Senior level,"San Francisco, CA",94101,Contract,75,1712346435000
15-1252,VDart,Software Design Engineer,,"Seattle, WA",98101,Full-time,,1712346709000
43-3051,Infotree Global Solutions,Payroll/HR Associate (Pharma/Biotech/Med Devices/Healthcare) - Hybrid!!,Associate,"Exton, PA",19341,Contract,,1712346473000
17-2051,City of East Orange,Principal Engineer- Water Department,Associate,"East Orange, NJ",07017,Full-time,125139.74,1712346471000
23-1011,"Perry, Johnson, Anderson, Miller & Moskowitz LLP","Attorneys - Business,Real Estate,Land Use and Estate Planning",,"Santa Rosa, CA",95401,Full-time,175000,1712346827000
43-3099,Harmony Bank,Universal Banker ,,"Garland, TX",75040,Part-time,,1712346571000
11-9121,Infotree Global Solutions,"Senior Director, Epidemiology (REMOTE 100%)",Director,United States,,Contract,,1712346743000
15-1299,Apex Systems,Security Engineer,Mid-Senior level,"Atlanta, GA",30303,Contract,,1712346780000
25-2031,Clark County School District,"2024-2025 Humanities Teacher - Cox, Clyde ES",Entry level,"Las Vegas, NV",89101,Full-time,,1712346814000
43-9061,City of East Orange,Clerk 1/ Community Service Aide,Entry level,"East Orange, NJ",07017,Full-time,67550.13,1712347044000
43-6014,Federal Bureau of Prisons - Career Connections,Secretary (Unit Secretary),Entry level,"Safford, AZ",85546,Full-time,,1712347061000
15-1253,Infinite Computer Solutions, Junior ETL QA Test Engineer,Mid-Senior level,United States,,Full-time,,1712347089000
29-1126,Providence Health & Services,Respiratory Care Practitioner,Mid-Senior level,"Portland, OR",97201,Full-time,51.66,1712347112000
51-9196,Fischer Paper Products,Paper Converting Machine Operator,,"Antioch, IL",60002,Full-time,,1712347139000
